48.26998;4.06632;2106132515400
48.26999;4.06630;2106132515500
48.26999;4.06630;2106132515500
48.26999;4.06632;2106132515700
48.26999;4.06630;2106132515900
48.26999;4.06629;2106132520000
48.26999;4.06627;2106132520100
48.27000;4.06624;2106132520300
48.27000;4.06622;2106132520400
48.26998;4.06619;2106132520500
48.26998;4.06619;2106132520500
48.26996;4.06613;2106132520700
48.26994;4.06609;2106132520900
48.26993;4.06608;2106132521000
48.26991;4.06606;2106132521100
48.26991;4.06606;2106132521100
48.26988;4.06602;2106132521300
48.26987;4.06600;2106132521400
48.26985;4.06599;2106132521500
48.26984;4.06597;2106132521600
48.26983;4.06595;2106132521700
48.26983;4.06594;2106132521800
48.26983;4.06593;2106132521900
48.26984;4.06593;2106132522000
48.26985;4.06593;2106132522200
48.26985;4.06594;2106132522300
48.26986;4.06595;2106132522400
48.26986;4.06596;2106132522500
48.26987;4.06596;2106132522600
48.26987;4.06597;2106132522800
48.26987;4.06598;2106132523200
48.26987;4.06599;2106132523400
48.26988;4.06600;2106132523500
48.26990;4.06602;2106132523700
48.26992;4.06603;2106132523800
48.26993;4.06604;2106132523900
48.26995;4.06604;2106132524000
48.26997;4.06604;2106132524100
48.26997;4.06604;2106132524100
48.27000;4.06604;2106132524300
48.27000;4.06604;2106132524300
48.27004;4.06603;2106132524500
48.27005;4.06603;2106132524600
48.27007;4.06602;2106132524700
48.27008;4.06601;2106132524800
48.27009;4.06600;2106132524900
48.27010;4.06599;2106132525000
48.27010;4.06597;2106132525100
48.27010;4.06597;2106132525100
48.27010;4.06594;2106132525300
48.27010;4.06592;2106132525400
48.27010;4.06591;2106132525500
48.27010;4.06590;2106132525600
48.27011;4.06589;2106132525700
48.27012;4.06586;2106132525900
48.27012;4.06585;2106132530000
48.27013;4.06584;2106132530100
48.27013;4.06582;2106132530200
48.27014;4.06581;2106132530300
48.27015;4.06578;2106132530500
48.27015;4.06578;2106132530500
48.27017;4.06576;2106132530700
48.27017;4.06576;2106132530700
48.27018;4.06574;2106132530900
48.27019;4.06574;2106132531000
48.27020;4.06574;2106132531100
48.27021;4.06574;2106132531200
48.27022;4.06575;2106132531300
48.27022;4.06575;2106132531300
48.27024;4.06577;2106132531500
48.27024;4.06577;2106132531500
48.27026;4.06579;2106132531700
48.27027;4.06580;2106132531800
48.27028;4.06581;2106132531900
48.27028;4.06581;2106132531900
48.27030;4.06584;2106132532100
48.27030;4.06584;2106132532100
48.27032;4.06586;2106132532300
48.27032;4.06586;2106132532300
48.27033;4.06587;2106132532500
48.27033;4.06587;2106132532500
48.27033;4.06588;2106132532700
48.27033;4.06588;2106132532700
48.27033;4.06589;2106132533100
48.27032;4.06590;2106132533200
48.27031;4.06593;2106132533400
48.27031;4.06593;2106132533400
48.27031;4.06596;2106132533600
48.27031;4.06597;2106132533700
48.27032;4.06598;2106132533800
48.27033;4.06600;2106132534000
48.27034;4.06601;2106132534100
48.27035;4.06602;2106132534200
48.27036;4.06602;2106132534300
48.27037;4.06603;2106132534400
48.27038;4.06603;2106132534500
48.27039;4.06603;2106132534600
48.27039;4.06603;2106132534600
48.27041;4.06603;2106132534800
48.27043;4.06604;2106132535000
48.27044;4.06604;2106132535100
48.27045;4.06604;2106132535200
48.27045;4.06604;2106132535200
48.27047;4.06605;2106132535400
48.27047;4.06605;2106132535400
48.27050;4.06606;2106132535700
48.27052;4.06606;2106132535900
48.27052;4.06606;2106132535900
48.27054;4.06605;2106132540100
48.27055;4.06604;2106132540200
48.27055;4.06603;2106132540300
48.27056;4.06602;2106132540400
48.27057;4.06601;2106132540500
48.27057;4.06601;2106132540500
48.27058;4.06599;2106132540700
48.27059;4.06595;2106132540900
48.27059;4.06594;2106132541000
48.27059;4.06592;2106132541100
48.27059;4.06592;2106132541100
48.27058;4.06589;2106132541300
48.27058;4.06589;2106132541300
48.27056;4.06587;2106132541500
48.27055;4.06586;2106132541600
48.27054;4.06585;2106132541700
48.27054;4.06585;2106132541700
48.27053;4.06582;2106132541900
48.27053;4.06582;2106132541900
48.27050;4.06579;2106132542100
48.27048;4.06575;2106132542200
48.27044;4.06572;2106132542300
48.27041;4.06569;2106132542400
48.27038;4.06565;2106132542500
48.27038;4.06565;2106132542500
48.27033;4.06560;2106132542700
48.27029;4.06558;2106132542800
48.27026;4.06558;2106132542900
48.27023;4.06560;2106132543000
48.27020;4.06563;2106132543100
48.27020;4.06563;2106132543100
48.27015;4.06569;2106132543300
48.27015;4.06569;2106132543300
48.27010;4.06574;2106132543500
48.27008;4.06577;2106132543600
48.27006;4.06580;2106132543700
48.27004;4.06584;2106132543800
48.27000;4.06591;2106132544000
48.26997;4.06599;2106132544200
48.26994;4.06606;2106132544400
48.26992;4.06609;2106132544500
48.26992;4.06611;2106132544600
48.26992;4.06612;2106132544700
48.26992;4.06611;2106132544800
48.26992;4.06610;2106132545300
48.26992;4.06611;2106132545400
48.26992;4.06610;2106132545600
48.26992;4.06610;2106132545700
48.26991;4.06610;2106132545900
48.26990;4.06608;2106132550000
48.26990;4.06607;2106132550100
48.26990;4.06606;2106132550200
48.26989;4.06605;2106132550300
48.26988;4.06605;2106132550500
48.26988;4.06604;2106132550600
48.26988;4.06604;2106132550700
48.26987;4.06603;2106132551100
48.26986;4.06602;2106132551400
48.26986;4.06601;2106132551700
48.26986;4.06600;2106132551800
48.26985;4.06599;2106132552000
48.26985;4.06599;2106132552000
48.26984;4.06598;2106132552200
48.26985;4.06599;2106132552500
48.26986;4.06600;2106132552700
48.26987;4.06600;2106132552800
48.26987;4.06600;2106132552800
48.26989;4.06602;2106132553000
48.26989;4.06602;2106132553000
48.26990;4.06605;2106132553200
48.26991;4.06607;2106132553300
48.26991;4.06608;2106132553400
48.26991;4.06610;2106132553500
48.26991;4.06612;2106132553600
48.26991;4.06613;2106132553700
48.26991;4.06615;2106132553800
48.26991;4.06615;2106132553800
48.26991;4.06618;2106132554000
48.26991;4.06619;2106132554100
48.26990;4.06621;2106132554200
48.26990;4.06621;2106132554200
48.26988;4.06624;2106132554400
48.26988;4.06624;2106132554400
48.26986;4.06626;2106132554600
48.26985;4.06627;2106132554700
48.26984;4.06627;2106132554800
48.26984;4.06627;2106132554900
48.26984;4.06628;2106132555100
